@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
571,'2021/11/13 18:47:32:570',7,386,384,373,246,254,252,?
572,'2021/11/13 18:47:32:571',7,389,384,373,246,254,252,?
573,'2021/11/13 18:47:32:599',7,389,384,373,246,254,251,?
574,'2021/11/13 18:47:32:600',7,389,384,373,246,248,251,?
575,'2021/11/13 18:47:32:600',7,389,384,363,246,248,251,?
576,'2021/11/13 18:47:32:600',7,389,382,363,246,248,251,?
577,'2021/11/13 18:47:32:600',7,387,382,363,246,248,251,?
578,'2021/11/13 18:47:32:644',7,387,382,363,246,248,248,?
579,'2021/11/13 18:47:32:645',7,387,382,363,246,251,248,?
580,'2021/11/13 18:47:32:645',7,387,382,363,248,251,248,?
581,'2021/11/13 18:47:32:645',7,387,382,359,248,251,248,?
582,'2021/11/13 18:47:32:645',7,387,385,359,248,251,248,?
583,'2021/11/13 18:47:32:645',7,385,385,359,248,251,248,?
584,'2021/11/13 18:47:32:674',7,385,385,359,248,251,251,?
585,'2021/11/13 18:47:32:675',7,385,385,359,248,256,251,?
586,'2021/11/13 18:47:32:675',7,385,385,359,250,256,251,?
587,'2021/11/13 18:47:32:675',7,385,385,357,250,256,251,?
588,'2021/11/13 18:47:32:675',7,385,384,357,250,256,251,?
589,'2021/11/13 18:47:32:675',7,393,384,357,250,256,251,?
590,'2021/11/13 18:47:32:705',7,393,384,357,250,256,252,?
591,'2021/11/13 18:47:32:705',7,393,384,357,250,255,252,?
592,'2021/11/13 18:47:32:706',7,393,384,357,252,255,252,?
593,'2021/11/13 18:47:32:706',7,393,384,362,252,255,252,?
594,'2021/11/13 18:47:32:706',7,393,386,362,252,255,252,?
595,'2021/11/13 18:47:32:706',7,394,386,362,252,255,252,?
596,'2021/11/13 18:47:32:750',7,394,386,362,252,255,255,?
597,'2021/11/13 18:47:32:753',7,394,386,362,252,252,255,?
598,'2021/11/13 18:47:32:753',7,394,386,362,253,252,255,?
599,'2021/11/13 18:47:32:753',7,394,386,360,253,252,255,?
600,'2021/11/13 18:47:32:753',7,395,386,360,253,252,255,?
601,'2021/11/13 18:47:32:780',7,395,386,360,253,252,254,?
602,'2021/11/13 18:47:32:782',7,395,386,360,254,252,254,?
603,'2021/11/13 18:47:32:782',7,395,386,354,254,252,254,?
604,'2021/11/13 18:47:32:782',7,395,387,354,254,252,254,?
605,'2021/11/13 18:47:32:782',7,386,387,354,254,252,254,?
606,'2021/11/13 18:47:32:809',7,386,387,354,254,252,252,?
607,'2021/11/13 18:47:32:810',7,386,387,354,254,254,252,?
608,'2021/11/13 18:47:32:810',7,386,387,354,257,254,252,?
609,'2021/11/13 18:47:32:810',7,386,394,354,257,254,252,?
610,'2021/11/13 18:47:32:810',7,392,394,354,257,254,252,?
611,'2021/11/13 18:47:32:854',7,392,394,354,257,254,250,?
612,'2021/11/13 18:47:32:855',7,392,394,354,257,229,250,?
613,'2021/11/13 18:47:32:855',7,392,394,354,280,229,250,?
614,'2021/11/13 18:47:32:855',7,392,394,360,280,229,250,?
615,'2021/11/13 18:47:32:855',7,392,398,360,280,229,250,?
616,'2021/11/13 18:47:32:855',7,396,398,360,280,229,250,?
617,'2021/11/13 18:47:32:884',7,396,398,360,280,229,253,?
618,'2021/11/13 18:47:32:885',7,396,398,360,280,224,253,?
619,'2021/11/13 18:47:32:885',7,396,398,360,284,224,253,?
620,'2021/11/13 18:47:32:885',7,396,398,361,284,224,253,?
621,'2021/11/13 18:47:32:885',7,396,390,361,284,224,253,?
622,'2021/11/13 18:47:32:885',7,388,390,361,284,224,253,?
623,'2021/11/13 18:47:32:930',7,388,390,361,284,224,250,?
624,'2021/11/13 18:47:32:930',7,388,390,361,284,241,250,?
625,'2021/11/13 18:47:32:931',7,388,390,361,254,241,250,?
626,'2021/11/13 18:47:32:931',7,388,390,368,254,241,250,?
627,'2021/11/13 18:47:32:931',7,388,383,368,254,241,250,?
628,'2021/11/13 18:47:32:931',7,387,383,368,254,241,250,?
629,'2021/11/13 18:47:32:959',7,387,383,368,254,241,249,?
630,'2021/11/13 18:47:32:960',7,387,383,368,254,258,249,?
631,'2021/11/13 18:47:32:960',7,387,383,368,225,258,249,?
632,'2021/11/13 18:47:32:960',7,387,383,359,225,258,249,?
633,'2021/11/13 18:47:32:960',7,387,387,359,225,258,249,?
634,'2021/11/13 18:47:32:960',7,384,387,359,225,258,249,?
635,'2021/11/13 18:47:32:989',7,384,387,359,225,277,249,?
636,'2021/11/13 18:47:32:990',7,384,387,359,214,277,249,?
637,'2021/11/13 18:47:32:990',7,384,387,356,214,277,249,?
638,'2021/11/13 18:47:32:990',7,384,391,356,214,277,249,?
639,'2021/11/13 18:47:32:990',7,388,391,356,214,277,249,?
640,'2021/11/13 18:47:33:034',7,388,391,356,216,277,249,?
641,'2021/11/13 18:47:33:035',7,388,391,360,216,277,249,?
642,'2021/11/13 18:47:33:035',7,388,392,360,216,277,249,?
643,'2021/11/13 18:47:33:035',7,393,392,360,216,277,249,?
644,'2021/11/13 18:47:33:064',7,393,392,360,216,277,253,?
645,'2021/11/13 18:47:33:065',7,393,392,360,216,268,253,?
646,'2021/11/13 18:47:33:066',7,393,392,360,226,268,253,?
647,'2021/11/13 18:47:33:066',7,393,392,361,226,268,253,?
648,'2021/11/13 18:47:33:066',7,393,395,361,226,268,253,?
649,'2021/11/13 18:47:33:066',7,391,395,361,226,268,253,?
650,'2021/11/13 18:47:33:094',7,391,395,361,226,268,256,?
651,'2021/11/13 18:47:33:095',7,391,395,361,226,259,256,?
652,'2021/11/13 18:47:33:096',7,391,395,361,244,259,256,?
653,'2021/11/13 18:47:33:096',7,391,395,362,244,259,256,?
654,'2021/11/13 18:47:33:096',7,391,393,362,244,259,256,?
655,'2021/11/13 18:47:33:097',7,388,393,362,244,259,256,?
656,'2021/11/13 18:47:33:139',7,388,393,362,244,259,250,?
657,'2021/11/13 18:47:33:140',7,388,393,362,244,248,250,?
658,'2021/11/13 18:47:33:140',7,388,393,362,260,248,250,?
659,'2021/11/13 18:47:33:140',7,388,393,366,260,248,250,?
660,'2021/11/13 18:47:33:140',7,388,380,366,260,248,250,?
661,'2021/11/13 18:47:33:140',7,382,380,366,260,248,250,?
662,'2021/11/13 18:47:33:169',7,382,380,366,260,248,248,?
663,'2021/11/13 18:47:33:169',7,382,380,366,260,253,248,?
664,'2021/11/13 18:47:33:169',7,382,380,366,254,253,248,?
665,'2021/11/13 18:47:33:169',7,382,374,366,254,253,248,?
666,'2021/11/13 18:47:33:169',7,380,374,366,254,253,248,?
667,'2021/11/13 18:47:33:214',7,380,374,366,254,253,243,?
668,'2021/11/13 18:47:33:214',7,380,374,366,254,258,243,?
669,'2021/11/13 18:47:33:214',7,380,374,366,246,258,243,?
670,'2021/11/13 18:47:33:214',7,380,374,367,246,258,243,?
671,'2021/11/13 18:47:33:214',7,380,381,367,246,258,243,?
672,'2021/11/13 18:47:33:214',7,388,381,367,246,258,243,?
673,'2021/11/13 18:47:33:244',7,388,381,367,246,258,244,?
674,'2021/11/13 18:47:33:244',7,388,381,367,246,256,244,?
675,'2021/11/13 18:47:33:244',7,388,381,368,246,256,244,?
676,'2021/11/13 18:47:33:244',7,388,386,368,246,256,244,?
677,'2021/11/13 18:47:33:244',7,389,386,368,246,256,244,?
678,'2021/11/13 18:47:33:274',7,389,386,368,246,256,249,?
679,'2021/11/13 18:47:33:275',7,389,386,368,248,256,249,?
680,'2021/11/13 18:47:33:275',7,389,386,367,248,256,249,?
681,'2021/11/13 18:47:33:275',7,389,388,367,248,256,249,?
682,'2021/11/13 18:47:33:275',7,394,388,367,248,256,249,?
683,'2021/11/13 18:47:33:319',7,394,388,367,248,256,246,?
684,'2021/11/13 18:47:33:319',7,394,388,367,248,251,246,?
685,'2021/11/13 18:47:33:319',7,394,388,367,250,251,246,?
686,'2021/11/13 18:47:33:319',7,394,388,368,250,251,246,?
687,'2021/11/13 18:47:33:319',7,394,387,368,250,251,246,?
688,'2021/11/13 18:47:33:319',7,391,387,368,250,251,246,?
689,'2021/11/13 18:47:33:349',7,391,387,368,250,251,249,?
690,'2021/11/13 18:47:33:349',7,391,387,368,250,254,249,?
691,'2021/11/13 18:47:33:349',7,391,387,368,252,254,249,?
692,'2021/11/13 18:47:33:349',7,391,387,361,252,254,249,?
693,'2021/11/13 18:47:33:349',7,391,384,361,252,254,249,?
694,'2021/11/13 18:47:33:349',7,386,384,361,252,254,249,?
695,'2021/11/13 18:47:33:379',7,386,384,361,252,254,252,?
696,'2021/11/13 18:47:33:379',7,386,384,361,252,255,252,?
697,'2021/11/13 18:47:33:379',7,386,384,361,250,255,252,?
698,'2021/11/13 18:47:33:379',7,386,384,365,250,255,252,?
699,'2021/11/13 18:47:33:379',7,388,384,365,250,255,252,?
700,'2021/11/13 18:47:33:424',7,388,384,365,250,255,253,?
701,'2021/11/13 18:47:33:424',7,388,384,365,250,254,253,?
702,'2021/11/13 18:47:33:424',7,388,384,365,248,254,253,?
703,'2021/11/13 18:47:33:425',7,388,384,367,248,254,253,?
704,'2021/11/13 18:47:33:425',7,388,389,367,248,254,253,?
705,'2021/11/13 18:47:33:425',7,387,389,367,248,254,253,?
706,'2021/11/13 18:47:33:454',7,387,389,367,248,254,252,?
707,'2021/11/13 18:47:33:454',7,387,389,367,248,252,252,?
708,'2021/11/13 18:47:33:455',7,387,389,367,251,252,252,?
709,'2021/11/13 18:47:33:455',7,387,389,366,251,252,252,?
710,'2021/11/13 18:47:33:455',7,387,388,366,251,252,252,?
711,'2021/11/13 18:47:33:485',7,387,388,366,251,252,247,?
712,'2021/11/13 18:47:33:485',7,387,388,366,251,251,247,?
713,'2021/11/13 18:47:33:485',7,387,388,366,249,251,247,?
714,'2021/11/13 18:47:33:485',7,387,388,369,249,251,247,?
715,'2021/11/13 18:47:33:485',7,387,386,369,249,251,247,?
716,'2021/11/13 18:47:33:485',7,386,386,369,249,251,247,?
717,'2021/11/13 18:47:33:529',7,386,386,369,249,251,250,?
718,'2021/11/13 18:47:33:530',7,386,386,369,249,252,250,?
719,'2021/11/13 18:47:33:530',7,386,386,369,248,252,250,?
720,'2021/11/13 18:47:33:530',7,386,386,363,248,252,250,?
721,'2021/11/13 18:47:33:530',7,386,388,363,248,252,250,?
722,'2021/11/13 18:47:33:530',7,383,388,363,248,252,250,?
723,'2021/11/13 18:47:33:559',7,383,388,363,248,252,249,?
724,'2021/11/13 18:47:33:560',7,383,388,363,248,253,249,?
725,'2021/11/13 18:47:33:560',7,383,388,363,251,253,249,?
726,'2021/11/13 18:47:33:560',7,383,389,363,251,253,249,?
727,'2021/11/13 18:47:33:604',7,383,389,363,251,253,250,?
728,'2021/11/13 18:47:33:604',7,383,389,363,251,251,250,?
729,'2021/11/13 18:47:33:604',7,383,389,363,250,251,250,?
730,'2021/11/13 18:47:33:604',7,383,389,367,250,251,250,?
731,'2021/11/13 18:47:33:604',7,383,386,367,250,251,250,?
732,'2021/11/13 18:47:33:604',7,385,386,367,250,251,250,?
733,'2021/11/13 18:47:33:635',7,385,386,367,250,251,246,?
734,'2021/11/13 18:47:36:799',8,135,391,369,250,259,253,?
735,'2021/11/13 18:47:36:801',8,135,391,369,250,252,253,?
736,'2021/11/13 18:47:36:803',8,135,391,378,250,252,253,?
737,'2021/11/13 18:47:36:803',8,135,388,378,250,252,253,?
738,'2021/11/13 18:47:36:803',8,139,388,378,250,252,253,?
739,'2021/11/13 18:47:36:829',8,139,388,378,250,252,250,?
740,'2021/11/13 18:47:36:829',8,139,388,378,248,252,250,?
741,'2021/11/13 18:47:36:829',8,139,388,373,248,252,250,?
742,'2021/11/13 18:47:36:829',8,139,390,373,248,252,250,?
743,'2021/11/13 18:47:36:829',8,126,390,373,248,252,250,?
744,'2021/11/13 18:47:36:859',8,126,390,373,248,252,245,?
745,'2021/11/13 18:47:36:860',8,126,390,373,248,256,245,?
746,'2021/11/13 18:47:36:860',8,126,390,373,247,256,245,?
747,'2021/11/13 18:47:36:860',8,126,390,374,247,256,245,?
748,'2021/11/13 18:47:36:860',8,126,384,374,247,256,245,?
749,'2021/11/13 18:47:36:860',8,132,384,374,247,256,245,?
750,'2021/11/13 18:47:36:905',8,132,384,374,247,256,246,?
751,'2021/11/13 18:47:36:905',8,132,384,374,247,249,246,?
752,'2021/11/13 18:47:36:905',8,132,384,374,244,249,246,?
753,'2021/11/13 18:47:36:905',8,132,384,371,244,249,246,?
754,'2021/11/13 18:47:36:905',8,132,387,371,244,249,246,?
755,'2021/11/13 18:47:36:905',8,137,387,371,244,249,246,?
756,'2021/11/13 18:47:36:935',8,137,387,371,244,249,249,?
757,'2021/11/13 18:47:36:936',8,137,387,371,248,249,249,?
758,'2021/11/13 18:47:36:936',8,137,387,368,248,249,249,?
759,'2021/11/13 18:47:36:937',8,137,390,368,248,249,249,?
760,'2021/11/13 18:47:36:937',8,132,390,368,248,249,249,?
761,'2021/11/13 18:47:36:979',8,132,390,368,248,249,247,?
762,'2021/11/13 18:47:36:980',8,132,390,368,248,255,247,?
763,'2021/11/13 18:47:36:980',8,132,390,371,248,255,247,?
764,'2021/11/13 18:47:36:980',8,132,391,371,248,255,247,?
765,'2021/11/13 18:47:36:980',8,134,391,371,248,255,247,?
766,'2021/11/13 18:47:37:009',8,134,391,371,248,255,246,?
767,'2021/11/13 18:47:37:009',8,134,391,371,248,254,246,?
768,'2021/11/13 18:47:37:009',8,134,391,371,246,254,246,?
769,'2021/11/13 18:47:37:009',8,134,391,373,246,254,246,?
770,'2021/11/13 18:47:37:009',8,134,390,373,246,254,246,?
771,'2021/11/13 18:47:37:010',8,135,390,373,246,254,246,?
772,'2021/11/13 18:47:37:039',8,135,390,373,246,254,250,?
773,'2021/11/13 18:47:37:039',8,135,390,373,246,252,250,?
774,'2021/11/13 18:47:37:039',8,135,390,369,246,252,250,?
775,'2021/11/13 18:47:37:039',8,135,393,369,246,252,250,?
776,'2021/11/13 18:47:37:039',8,133,393,369,246,252,250,?
777,'2021/11/13 18:47:37:084',8,133,393,369,246,250,250,?
778,'2021/11/13 18:47:37:084',8,133,393,369,245,250,250,?
779,'2021/11/13 18:47:37:084',8,133,393,374,245,250,250,?
780,'2021/11/13 18:47:37:084',8,133,388,374,245,250,250,?
781,'2021/11/13 18:47:37:084',8,131,388,374,245,250,250,?
782,'2021/11/13 18:47:37:114',8,131,388,374,245,250,249,?
783,'2021/11/13 18:47:37:114',8,131,388,374,245,248,249,?
784,'2021/11/13 18:47:37:114',8,131,388,372,245,248,249,?
785,'2021/11/13 18:47:37:114',8,131,384,372,245,248,249,?
786,'2021/11/13 18:47:37:114',8,129,384,372,245,248,249,?
787,'2021/11/13 18:47:37:144',8,129,384,372,245,248,246,?
788,'2021/11/13 18:47:37:144',8,129,384,372,245,261,246,?
789,'2021/11/13 18:47:37:144',8,129,384,372,244,261,246,?
790,'2021/11/13 18:47:37:144',8,129,384,366,244,261,246,?
791,'2021/11/13 18:47:37:144',8,129,389,366,244,261,246,?
792,'2021/11/13 18:47:37:144',8,133,389,366,244,261,246,?
793,'2021/11/13 18:47:37:189',8,133,389,366,244,261,249,?
794,'2021/11/13 18:47:37:194',8,133,389,366,244,248,249,?
795,'2021/11/13 18:47:37:194',8,133,389,366,249,248,249,?
796,'2021/11/13 18:47:37:194',8,133,389,368,249,248,249,?
797,'2021/11/13 18:47:37:194',8,133,391,368,249,248,249,?
798,'2021/11/13 18:47:37:194',8,140,391,368,249,248,249,?
799,'2021/11/13 18:47:37:219',8,140,391,368,249,248,245,?
800,'2021/11/13 18:47:37:219',8,140,391,368,249,249,245,?
801,'2021/11/13 18:47:37:219',8,140,391,368,251,249,245,?
802,'2021/11/13 18:47:37:219',8,140,391,367,251,249,245,?
803,'2021/11/13 18:47:37:219',8,140,388,367,251,249,245,?
804,'2021/11/13 18:47:37:219',8,122,388,367,251,249,245,?
805,'2021/11/13 18:47:37:249',8,122,388,367,251,249,247,?
806,'2021/11/13 18:47:37:249',8,122,388,367,251,259,247,?
807,'2021/11/13 18:47:37:249',8,122,388,367,248,259,247,?
808,'2021/11/13 18:47:37:249',8,122,388,373,248,259,247,?
809,'2021/11/13 18:47:37:249',8,122,387,373,248,259,247,?
810,'2021/11/13 18:47:37:249',8,135,387,373,248,259,247,?
811,'2021/11/13 18:47:37:294',8,135,387,373,248,259,254,?
812,'2021/11/13 18:47:37:294',8,135,387,373,248,248,254,?
813,'2021/11/13 18:47:37:294',8,135,387,373,247,248,254,?
814,'2021/11/13 18:47:37:294',8,135,387,370,247,248,254,?
815,'2021/11/13 18:47:37:294',8,135,390,370,247,248,254,?
816,'2021/11/13 18:47:37:294',8,137,390,370,247,248,254,?
817,'2021/11/13 18:47:37:324',8,137,390,370,247,248,252,?
818,'2021/11/13 18:47:37:324',8,137,390,370,247,253,252,?
819,'2021/11/13 18:47:37:324',8,137,390,370,251,253,252,?
820,'2021/11/13 18:47:37:324',8,137,390,371,251,253,252,?
821,'2021/11/13 18:47:37:324',8,137,391,371,251,253,252,?
822,'2021/11/13 18:47:37:324',8,130,391,371,251,253,252,?
823,'2021/11/13 18:47:37:369',8,130,391,371,251,253,249,?
824,'2021/11/13 18:47:37:369',8,130,391,371,251,255,249,?
825,'2021/11/13 18:47:37:370',8,130,391,371,246,255,249,?
826,'2021/11/13 18:47:37:370',8,130,385,371,246,255,249,?
827,'2021/11/13 18:47:37:370',8,132,385,371,246,255,249,?
828,'2021/11/13 18:47:37:399',8,132,385,371,246,255,251,?
829,'2021/11/13 18:47:37:400',8,132,385,371,246,252,251,?
830,'2021/11/13 18:47:37:401',8,132,385,371,248,252,251,?
831,'2021/11/13 18:47:37:401',8,132,385,369,248,252,251,?
832,'2021/11/13 18:47:37:401',8,132,390,369,248,252,251,?
833,'2021/11/13 18:47:37:401',8,134,390,369,248,252,251,?
834,'2021/11/13 18:47:37:429',8,134,390,369,248,252,250,?
835,'2021/11/13 18:47:37:430',8,134,390,373,248,252,250,?
836,'2021/11/13 18:47:37:430',8,131,390,373,248,252,250,?
837,'2021/11/13 18:47:37:474',8,131,390,373,248,256,250,?
838,'2021/11/13 18:47:37:475',8,131,390,369,248,256,250,?
839,'2021/11/13 18:47:37:475',8,131,389,369,248,256,250,?
840,'2021/11/13 18:47:37:475',8,130,389,369,248,256,250,?
841,'2021/11/13 18:47:37:505',8,130,389,369,248,256,251,?
842,'2021/11/13 18:47:37:506',8,130,389,369,248,252,251,?
843,'2021/11/13 18:47:37:506',8,130,389,369,249,252,251,?
844,'2021/11/13 18:47:37:507',8,130,388,369,249,252,251,?
845,'2021/11/13 18:47:37:507',8,134,388,369,249,252,251,?
846,'2021/11/13 18:47:37:534',8,134,388,369,249,252,247,?
847,'2021/11/13 18:47:37:535',8,134,388,369,248,252,247,?
848,'2021/11/13 18:47:37:535',8,134,388,371,248,252,247,?
849,'2021/11/13 18:47:37:535',8,134,387,371,248,252,247,?
850,'2021/11/13 18:47:37:535',8,128,387,371,248,252,247,?
851,'2021/11/13 18:47:37:579',8,128,387,371,248,252,250,?
852,'2021/11/13 18:47:37:580',8,128,387,371,248,255,250,?
853,'2021/11/13 18:47:37:580',8,128,387,371,245,255,250,?
854,'2021/11/13 18:47:37:580',8,128,387,367,245,255,250,?
855,'2021/11/13 18:47:37:580',8,128,391,367,245,255,250,?
856,'2021/11/13 18:47:37:580',8,135,391,367,245,255,250,?
857,'2021/11/13 18:47:37:609',8,135,391,367,245,255,253,?
858,'2021/11/13 18:47:37:609',8,135,391,367,245,247,253,?
859,'2021/11/13 18:47:37:609',8,135,391,367,251,247,253,?
860,'2021/11/13 18:47:37:609',8,135,391,370,251,247,253,?
861,'2021/11/13 18:47:37:610',8,135,389,370,251,247,253,?
862,'2021/11/13 18:47:37:610',8,131,389,370,251,247,253,?
863,'2021/11/13 18:47:37:654',8,131,389,370,251,247,248,?
864,'2021/11/13 18:47:37:655',8,131,389,370,251,256,248,?
865,'2021/11/13 18:47:37:655',8,131,389,370,249,256,248,?
866,'2021/11/13 18:47:37:656',8,131,389,368,249,256,248,?
867,'2021/11/13 18:47:37:656',8,131,387,368,249,256,248,?
868,'2021/11/13 18:47:37:656',8,127,387,368,249,256,248,?
869,'2021/11/13 18:47:37:684',8,127,387,368,249,256,251,?
870,'2021/11/13 18:47:37:685',8,127,387,368,249,259,251,?
871,'2021/11/13 18:47:37:686',8,127,387,368,247,259,251,?
872,'2021/11/13 18:47:37:688',8,127,387,367,247,259,251,?
873,'2021/11/13 18:47:37:688',8,127,392,367,247,259,251,?
874,'2021/11/13 18:47:37:688',8,137,392,367,247,259,251,?
875,'2021/11/13 18:47:37:714',8,137,392,367,247,259,254,?
876,'2021/11/13 18:47:37:714',8,137,392,367,247,251,254,?
877,'2021/11/13 18:47:37:714',8,137,392,367,252,251,254,?
878,'2021/11/13 18:47:37:714',8,137,392,369,252,251,254,?
879,'2021/11/13 18:47:37:714',8,137,389,369,252,251,254,?
880,'2021/11/13 18:47:37:714',8,132,389,369,252,251,254,?
881,'2021/11/13 18:47:37:759',8,132,389,369,252,251,253,?
882,'2021/11/13 18:47:37:759',8,132,389,369,252,257,253,?
883,'2021/11/13 18:47:37:759',8,132,389,369,248,257,253,?
884,'2021/11/13 18:47:37:759',8,132,389,370,248,257,253,?
885,'2021/11/13 18:47:37:759',8,132,386,370,248,257,253,?
886,'2021/11/13 18:47:37:759',8,126,386,370,248,257,253,?
887,'2021/11/13 18:47:37:789',8,126,386,370,248,257,250,?
888,'2021/11/13 18:47:37:789',8,126,386,370,248,255,250,?
889,'2021/11/13 18:47:37:790',8,126,386,370,247,255,250,?
890,'2021/11/13 18:47:37:790',8,126,386,369,247,255,250,?
891,'2021/11/13 18:47:37:790',8,126,392,369,247,255,250,?
892,'2021/11/13 18:47:37:790',8,133,392,369,247,255,250,?
893,'2021/11/13 18:47:37:819',8,133,392,369,247,255,253,?
894,'2021/11/13 18:47:37:820',8,133,392,369,247,250,253,?
895,'2021/11/13 18:47:37:820',8,133,392,369,250,250,253,?
896,'2021/11/13 18:47:37:820',8,133,392,370,250,250,253,?
897,'2021/11/13 18:47:37:864',8,133,392,370,250,250,254,?
898,'2021/11/13 18:47:37:865',8,133,392,370,250,249,254,?
899,'2021/11/13 18:47:37:865',8,133,388,370,250,249,254,?
900,'2021/11/13 18:47:37:865',8,127,388,370,250,249,254,?
901,'2021/11/13 18:47:37:894',8,127,388,370,250,254,254,?
902,'2021/11/13 18:47:37:897',8,127,388,370,248,254,254,?
903,'2021/11/13 18:47:37:897',8,127,388,367,248,254,254,?
904,'2021/11/13 18:47:37:897',8,127,389,367,248,254,254,?
905,'2021/11/13 18:47:37:897',8,132,389,367,248,254,254,?
906,'2021/11/13 18:47:37:924',8,132,389,367,248,254,253,?
907,'2021/11/13 18:47:37:925',8,132,389,367,248,251,253,?
908,'2021/11/13 18:47:37:925',8,132,389,367,249,251,253,?
909,'2021/11/13 18:47:37:925',8,132,389,364,249,251,253,?
910,'2021/11/13 18:47:37:925',8,132,392,364,249,251,253,?
911,'2021/11/13 18:47:37:925',8,135,392,364,249,251,253,?
912,'2021/11/13 18:47:37:969',8,135,392,364,249,251,252,?
913,'2021/11/13 18:47:37:970',8,135,392,364,249,253,252,?
914,'2021/11/13 18:47:37:970',8,135,392,364,247,253,252,?
915,'2021/11/13 18:47:37:970',8,135,392,365,247,253,252,?
916,'2021/11/13 18:47:37:970',8,135,391,365,247,253,252,?
917,'2021/11/13 18:47:37:970',8,131,391,365,247,253,252,?
918,'2021/11/13 18:47:37:999',8,131,391,365,247,253,253,?
919,'2021/11/13 18:47:37:999',8,131,391,365,247,259,253,?
920,'2021/11/13 18:47:37:999',8,131,391,365,249,259,253,?
921,'2021/11/13 18:47:37:999',8,131,391,363,249,259,253,?
922,'2021/11/13 18:47:37:999',8,131,393,363,249,259,253,?
923,'2021/11/13 18:47:37:999',8,137,393,363,249,259,253,?
924,'2021/11/13 18:47:38:044',8,137,393,363,249,259,248,?
925,'2021/11/13 18:47:38:044',8,137,393,363,249,253,248,?
926,'2021/11/13 18:47:38:044',8,137,393,363,250,253,248,?
927,'2021/11/13 18:47:38:045',8,137,393,364,250,253,248,?
928,'2021/11/13 18:47:38:045',8,137,394,364,250,253,248,?
929,'2021/11/13 18:47:38:045',8,132,394,364,250,253,248,?
930,'2021/11/13 18:47:38:074',8,132,394,364,250,253,251,?
931,'2021/11/13 18:47:38:074',8,132,394,364,250,249,251,?
932,'2021/11/13 18:47:38:075',8,132,394,366,250,249,251,?
933,'2021/11/13 18:47:38:075',8,132,393,366,250,249,251,?
934,'2021/11/13 18:47:38:075',8,134,393,366,250,249,251,?
935,'2021/11/13 18:47:38:105',8,134,393,366,250,249,252,?
936,'2021/11/13 18:47:38:105',8,134,393,366,250,252,252,?
937,'2021/11/13 18:47:38:105',8,134,393,366,247,252,252,?
938,'2021/11/13 18:47:38:105',8,134,393,365,247,252,252,?
939,'2021/11/13 18:47:38:105',8,134,394,365,247,252,252,?
940,'2021/11/13 18:47:38:149',8,134,394,365,247,252,247,?
941,'2021/11/13 18:47:38:150',8,134,394,365,247,253,247,?
942,'2021/11/13 18:47:38:150',8,134,394,365,251,253,247,?
943,'2021/11/13 18:47:38:150',8,134,394,363,251,253,247,?
944,'2021/11/13 18:47:38:150',8,129,394,363,251,253,247,?
945,'2021/11/13 18:47:38:179',8,129,394,363,251,253,250,?
946,'2021/11/13 18:47:38:180',8,129,394,363,251,251,250,?
947,'2021/11/13 18:47:38:181',8,129,394,363,249,251,250,?
948,'2021/11/13 18:47:38:181',8,129,394,368,249,251,250,?
949,'2021/11/13 18:47:38:181',8,129,387,368,249,251,250,?
950,'2021/11/13 18:47:38:181',8,133,387,368,249,251,250,?
951,'2021/11/13 18:47:38:209',8,133,387,368,249,251,253,?
952,'2021/11/13 18:47:38:209',8,133,387,368,249,255,253,?
953,'2021/11/13 18:47:38:209',8,133,387,364,249,255,253,?
954,'2021/11/13 18:47:38:209',8,133,394,364,249,255,253,?
955,'2021/11/13 18:47:38:254',8,133,394,364,249,255,252,?
956,'2021/11/13 18:47:38:254',8,133,394,364,249,256,252,?
957,'2021/11/13 18:47:38:254',8,133,394,364,252,256,252,?
958,'2021/11/13 18:47:38:254',8,133,394,367,252,256,252,?
959,'2021/11/13 18:47:38:254',8,133,392,367,252,256,252,?
960,'2021/11/13 18:47:38:284',8,133,392,367,252,254,252,?
961,'2021/11/13 18:47:38:284',8,133,392,367,245,254,252,?
962,'2021/11/13 18:47:38:284',8,133,392,369,245,254,252,?
963,'2021/11/13 18:47:38:284',8,130,392,369,245,254,252,?
964,'2021/11/13 18:47:38:314',8,130,392,369,245,254,251,?
965,'2021/11/13 18:47:38:314',8,130,392,369,245,251,251,?
966,'2021/11/13 18:47:38:314',8,130,392,369,248,251,251,?
967,'2021/11/13 18:47:38:314',8,130,392,362,248,251,251,?
968,'2021/11/13 18:47:38:314',8,130,395,362,248,251,251,?
969,'2021/11/13 18:47:38:314',8,132,395,362,248,251,251,?
970,'2021/11/13 18:47:38:359',8,132,395,362,248,252,251,?
971,'2021/11/13 18:47:38:359',8,132,395,366,248,252,251,?
972,'2021/11/13 18:47:38:359',8,132,391,366,248,252,251,?
973,'2021/11/13 18:47:38:359',8,128,391,366,248,252,251,?
974,'2021/11/13 18:47:38:392',8,128,391,366,248,252,249,?
975,'2021/11/13 18:47:38:392',8,128,391,366,248,258,249,?
976,'2021/11/13 18:47:38:392',8,128,391,361,248,258,249,?
