@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
1372,'2021/11/13 18:47:46:055',10,121,427,295,243,253,247,?
1373,'2021/11/13 18:47:46:058',10,121,427,295,243,254,247,?
1374,'2021/11/13 18:47:46:058',10,121,427,295,247,254,247,?
1375,'2021/11/13 18:47:46:058',10,121,427,300,247,254,247,?
1376,'2021/11/13 18:47:46:058',10,121,425,300,247,254,247,?
1377,'2021/11/13 18:47:46:058',10,127,425,300,247,254,247,?
1378,'2021/11/13 18:47:46:099',10,127,425,300,247,253,247,?
1379,'2021/11/13 18:47:46:099',10,127,425,300,246,253,247,?
1380,'2021/11/13 18:47:46:099',10,127,425,302,246,253,247,?
1381,'2021/11/13 18:47:46:100',10,127,421,302,246,253,247,?
1382,'2021/11/13 18:47:46:100',10,123,421,302,246,253,247,?
1383,'2021/11/13 18:47:46:129',10,123,421,302,246,253,245,?
1384,'2021/11/13 18:47:46:129',10,123,421,302,246,257,245,?
1385,'2021/11/13 18:47:46:129',10,123,421,302,244,257,245,?
1386,'2021/11/13 18:47:46:129',10,123,423,302,244,257,245,?
1387,'2021/11/13 18:47:46:129',10,121,423,302,244,257,245,?
1388,'2021/11/13 18:47:46:159',10,121,423,302,244,257,246,?
1389,'2021/11/13 18:47:46:159',10,121,423,302,244,255,246,?
1390,'2021/11/13 18:47:46:160',10,121,423,302,243,255,246,?
1391,'2021/11/13 18:47:46:161',10,121,423,301,243,255,246,?
1392,'2021/11/13 18:47:46:162',10,121,421,301,243,255,246,?
1393,'2021/11/13 18:47:46:162',10,126,421,301,243,255,246,?
1394,'2021/11/13 18:47:46:204',10,126,421,301,243,251,246,?
1395,'2021/11/13 18:47:46:205',10,126,421,301,242,251,246,?
1396,'2021/11/13 18:47:46:205',10,126,421,298,242,251,246,?
1397,'2021/11/13 18:47:46:205',10,126,426,298,242,251,246,?
1398,'2021/11/13 18:47:46:205',10,122,426,298,242,251,246,?
1399,'2021/11/13 18:47:46:234',10,122,426,298,242,251,250,?
1400,'2021/11/13 18:47:46:235',10,122,426,298,242,250,250,?
1401,'2021/11/13 18:47:46:235',10,122,426,298,241,250,250,?
1402,'2021/11/13 18:47:46:235',10,122,426,304,241,250,250,?
1403,'2021/11/13 18:47:46:235',10,122,422,304,241,250,250,?
1404,'2021/11/13 18:47:46:236',10,127,422,304,241,250,250,?
1405,'2021/11/13 18:47:46:264',10,127,422,304,241,250,240,?
1406,'2021/11/13 18:47:46:265',10,127,422,304,241,253,240,?
1407,'2021/11/13 18:47:46:265',10,127,422,304,246,253,240,?
1408,'2021/11/13 18:47:46:265',10,127,422,301,246,253,240,?
1409,'2021/11/13 18:47:46:265',10,127,421,301,246,253,240,?
1410,'2021/11/13 18:47:46:265',10,119,421,301,246,253,240,?
1411,'2021/11/13 18:47:46:309',10,119,421,301,246,253,241,?
1412,'2021/11/13 18:47:46:309',10,119,421,301,246,248,241,?
1413,'2021/11/13 18:47:46:309',10,119,421,301,240,248,241,?
1414,'2021/11/13 18:47:46:309',10,119,421,305,240,248,241,?
1415,'2021/11/13 18:47:46:309',10,119,422,305,240,248,241,?
1416,'2021/11/13 18:47:46:309',10,126,422,305,240,248,241,?
1417,'2021/11/13 18:47:46:339',10,126,422,305,240,248,253,?
1418,'2021/11/13 18:47:46:339',10,126,422,305,242,248,253,?
1419,'2021/11/13 18:47:46:339',10,126,422,302,242,248,253,?
1420,'2021/11/13 18:47:46:340',10,126,426,302,242,248,253,?
1421,'2021/11/13 18:47:46:340',10,128,426,302,242,248,253,?
1422,'2021/11/13 18:47:46:384',10,128,426,302,242,248,252,?
1423,'2021/11/13 18:47:46:388',10,128,426,302,244,248,252,?
1424,'2021/11/13 18:47:46:389',10,128,426,303,244,248,252,?
1425,'2021/11/13 18:47:46:389',10,128,419,303,244,248,252,?
1426,'2021/11/13 18:47:46:389',10,125,419,303,244,248,252,?
1427,'2021/11/13 18:47:46:414',10,125,419,303,244,248,246,?
1428,'2021/11/13 18:47:46:416',10,125,419,303,245,248,246,?
1429,'2021/11/13 18:47:46:417',10,125,419,300,245,248,246,?
1430,'2021/11/13 18:47:46:417',10,125,422,300,245,248,246,?
1431,'2021/11/13 18:47:46:417',10,119,422,300,245,248,246,?
1432,'2021/11/13 18:47:46:444',10,119,422,300,245,248,247,?
1433,'2021/11/13 18:47:46:444',10,119,422,300,245,251,247,?
1434,'2021/11/13 18:47:46:444',10,119,422,300,244,251,247,?
1435,'2021/11/13 18:47:46:444',10,119,422,301,244,251,247,?
1436,'2021/11/13 18:47:46:444',10,128,422,301,244,251,247,?
1437,'2021/11/13 18:47:46:489',10,128,422,301,244,251,249,?
1438,'2021/11/13 18:47:46:489',10,128,422,301,244,249,249,?
1439,'2021/11/13 18:47:46:489',10,128,422,301,249,249,249,?
1440,'2021/11/13 18:47:46:489',10,128,422,300,249,249,249,?
1441,'2021/11/13 18:47:46:489',10,128,423,300,249,249,249,?
1442,'2021/11/13 18:47:46:489',10,126,423,300,249,249,249,?
1443,'2021/11/13 18:47:46:519',10,126,423,300,249,249,250,?
1444,'2021/11/13 18:47:46:520',10,126,423,300,249,250,250,?
1445,'2021/11/13 18:47:46:521',10,126,423,300,248,250,250,?
1446,'2021/11/13 18:47:46:522',10,126,423,303,248,250,250,?
1447,'2021/11/13 18:47:46:522',10,126,422,303,248,250,250,?
1448,'2021/11/13 18:47:46:522',10,124,422,303,248,250,250,?
1449,'2021/11/13 18:47:46:549',10,124,422,303,248,250,251,?
1450,'2021/11/13 18:47:46:549',10,124,422,303,248,251,251,?
1451,'2021/11/13 18:47:46:549',10,124,422,303,245,251,251,?
1452,'2021/11/13 18:47:46:549',10,124,422,302,245,251,251,?
1453,'2021/11/13 18:47:46:549',10,121,422,302,245,251,251,?
1454,'2021/11/13 18:47:46:594',10,121,422,302,245,251,248,?
1455,'2021/11/13 18:47:46:594',10,121,422,302,245,255,248,?
1456,'2021/11/13 18:47:46:594',10,121,422,302,248,255,248,?
1457,'2021/11/13 18:47:46:594',10,121,422,301,248,255,248,?
1458,'2021/11/13 18:47:46:594',10,120,422,301,248,255,248,?
1459,'2021/11/13 18:47:46:624',10,120,422,301,248,255,249,?
1460,'2021/11/13 18:47:46:625',10,120,422,301,248,251,249,?
1461,'2021/11/13 18:47:46:625',10,120,422,301,247,251,249,?
1462,'2021/11/13 18:47:46:625',10,120,422,308,247,251,249,?
1463,'2021/11/13 18:47:46:625',10,120,421,308,247,251,249,?
1464,'2021/11/13 18:47:46:625',10,127,421,308,247,251,249,?
1465,'2021/11/13 18:47:46:669',10,127,421,308,247,251,246,?
1466,'2021/11/13 18:47:46:669',10,127,421,308,247,249,246,?
1467,'2021/11/13 18:47:46:669',10,127,421,299,247,249,246,?
1468,'2021/11/13 18:47:46:670',10,127,425,299,247,249,246,?
1469,'2021/11/13 18:47:46:670',10,117,425,299,247,249,246,?
1470,'2021/11/13 18:47:46:699',10,117,425,299,247,254,246,?
1471,'2021/11/13 18:47:46:700',10,117,425,299,248,254,246,?
1472,'2021/11/13 18:47:46:700',10,117,425,305,248,254,246,?
1473,'2021/11/13 18:47:46:700',10,117,419,305,248,254,246,?
1474,'2021/11/13 18:47:46:700',10,124,419,305,248,254,246,?
1475,'2021/11/13 18:47:46:729',10,124,419,305,248,254,251,?
1476,'2021/11/13 18:47:46:729',10,124,419,305,248,246,251,?
1477,'2021/11/13 18:47:46:729',10,124,419,305,243,246,251,?
1478,'2021/11/13 18:47:46:729',10,124,419,304,243,246,251,?
1479,'2021/11/13 18:47:46:729',10,124,418,304,243,246,251,?
1480,'2021/11/13 18:47:46:729',10,121,418,304,243,246,251,?
1481,'2021/11/13 18:47:46:774',10,121,418,304,243,246,249,?
1482,'2021/11/13 18:47:46:774',10,121,418,304,243,252,249,?
1483,'2021/11/13 18:47:46:774',10,121,418,304,246,252,249,?
1484,'2021/11/13 18:47:46:774',10,121,418,299,246,252,249,?
1485,'2021/11/13 18:47:46:774',10,121,423,299,246,252,249,?
1486,'2021/11/13 18:47:46:774',10,120,423,299,246,252,249,?
1487,'2021/11/13 18:47:46:806',10,120,423,299,246,252,246,?
1488,'2021/11/13 18:47:46:808',10,120,423,307,246,252,246,?
1489,'2021/11/13 18:47:46:810',10,120,418,307,246,252,246,?
1490,'2021/11/13 18:47:46:810',10,126,418,307,246,252,246,?
1491,'2021/11/13 18:47:46:834',10,126,418,307,246,252,249,?
1492,'2021/11/13 18:47:46:834',10,126,418,307,246,250,249,?
1493,'2021/11/13 18:47:46:835',10,126,418,307,245,250,249,?
1494,'2021/11/13 18:47:46:836',10,126,418,304,245,250,249,?
1495,'2021/11/13 18:47:46:836',10,126,422,304,245,250,249,?
1496,'2021/11/13 18:47:46:836',10,124,422,304,245,250,249,?
1497,'2021/11/13 18:47:46:878',10,124,422,304,245,250,248,?
1498,'2021/11/13 18:47:46:879',10,124,422,304,245,249,248,?
1499,'2021/11/13 18:47:46:879',10,124,422,304,247,249,248,?
1500,'2021/11/13 18:47:46:879',10,124,422,303,247,249,248,?
1501,'2021/11/13 18:47:46:879',10,124,421,303,247,249,248,?
1502,'2021/11/13 18:47:46:879',10,121,421,303,247,249,248,?
1503,'2021/11/13 18:47:46:909',10,121,421,303,247,249,249,?
1504,'2021/11/13 18:47:46:909',10,121,421,303,245,249,249,?
1505,'2021/11/13 18:47:46:909',10,121,421,304,245,249,249,?
1506,'2021/11/13 18:47:46:909',10,125,421,304,245,249,249,?
1507,'2021/11/13 18:47:46:938',10,125,421,304,245,251,249,?
1508,'2021/11/13 18:47:46:940',10,125,421,304,246,251,249,?
1509,'2021/11/13 18:47:46:940',10,125,421,306,246,251,249,?
1510,'2021/11/13 18:47:46:940',10,125,419,306,246,251,249,?
1511,'2021/11/13 18:47:46:984',10,125,419,306,246,251,252,?
1512,'2021/11/13 18:47:46:984',10,125,419,306,246,249,252,?
1513,'2021/11/13 18:47:46:984',10,125,419,306,245,249,252,?
1514,'2021/11/13 18:47:46:984',10,125,419,305,245,249,252,?
1515,'2021/11/13 18:47:46:984',10,125,421,305,245,249,252,?
1516,'2021/11/13 18:47:47:013',10,125,421,305,245,249,247,?
1517,'2021/11/13 18:47:47:014',10,125,421,305,245,248,247,?
1518,'2021/11/13 18:47:47:014',10,125,421,305,243,248,247,?
1519,'2021/11/13 18:47:47:014',10,125,421,308,243,248,247,?
1520,'2021/11/13 18:47:47:014',10,122,421,308,243,248,247,?
1521,'2021/11/13 18:47:57:813',11,236,251,472,248,250,249,1
1522,'2021/11/13 18:47:57:820',11,236,251,470,248,250,249,1
1523,'2021/11/13 18:47:57:821',11,236,248,470,248,250,249,1
1524,'2021/11/13 18:47:57:844',11,236,248,470,247,250,249,1
1525,'2021/11/13 18:47:57:844',11,236,248,472,247,250,249,1
1526,'2021/11/13 18:47:57:844',11,236,250,472,247,250,249,1
1527,'2021/11/13 18:47:57:844',11,235,250,472,247,250,249,1
1528,'2021/11/13 18:47:57:889',11,235,250,471,247,250,249,1
1529,'2021/11/13 18:47:57:891',11,235,249,471,247,250,249,1
1530,'2021/11/13 18:47:57:891',11,236,249,471,247,250,249,1
1531,'2021/11/13 18:47:57:919',11,236,248,471,247,250,249,1
1532,'2021/11/13 18:47:57:948',11,236,248,469,247,250,249,1
1533,'2021/11/13 18:47:57:949',11,236,249,469,247,250,249,1
1534,'2021/11/13 18:47:58:024',11,236,249,470,247,250,249,1
1535,'2021/11/13 18:47:58:054',11,236,249,470,248,250,249,1
1536,'2021/11/13 18:47:58:054',11,236,249,471,248,250,249,1
1537,'2021/11/13 18:47:58:055',11,236,248,471,248,250,249,1
1538,'2021/11/13 18:47:58:099',11,236,248,471,247,250,249,1
1539,'2021/11/13 18:47:58:099',11,236,248,469,247,250,249,1
1540,'2021/11/13 18:47:58:099',11,236,249,469,247,250,249,1
1541,'2021/11/13 18:47:58:128',11,236,249,469,248,250,249,1
1542,'2021/11/13 18:47:58:130',11,236,249,470,248,250,249,1
1543,'2021/11/13 18:47:58:131',11,236,250,470,248,250,249,1
1544,'2021/11/13 18:47:58:131',11,237,250,470,248,250,249,1
1545,'2021/11/13 18:47:58:173',11,237,250,470,247,250,249,1
1546,'2021/11/13 18:47:58:174',11,237,250,469,247,250,249,1
1547,'2021/11/13 18:47:58:174',11,237,247,469,247,250,249,1
1548,'2021/11/13 18:47:58:174',11,235,247,469,247,250,249,1
1549,'2021/11/13 18:47:58:204',11,235,247,467,247,250,249,1
1550,'2021/11/13 18:47:58:206',11,235,248,467,247,250,249,1
1551,'2021/11/13 18:47:58:207',11,236,248,467,247,250,249,1
1552,'2021/11/13 18:47:58:233',11,236,248,467,247,250,250,1
1553,'2021/11/13 18:47:58:234',11,236,248,472,247,250,250,1
1554,'2021/11/13 18:47:58:234',11,236,250,472,247,250,250,1
1555,'2021/11/13 18:47:58:234',11,239,250,472,247,250,250,1
1556,'2021/11/13 18:47:58:279',11,239,250,471,247,250,250,1
1557,'2021/11/13 18:47:58:279',11,239,249,471,247,250,250,1
1558,'2021/11/13 18:47:58:279',11,236,249,471,247,250,250,1
1559,'2021/11/13 18:47:58:309',11,236,249,470,247,250,250,1
1560,'2021/11/13 18:47:58:309',11,234,249,470,247,250,250,1
1561,'2021/11/13 18:47:58:339',11,234,249,470,247,250,249,1
1562,'2021/11/13 18:47:58:339',11,234,249,468,247,250,249,1
1563,'2021/11/13 18:47:58:339',11,234,250,468,247,250,249,1
1564,'2021/11/13 18:47:58:339',11,237,250,468,247,250,249,1
1565,'2021/11/13 18:47:58:384',11,237,250,469,247,250,249,1
1566,'2021/11/13 18:47:58:385',11,235,250,469,247,250,249,1
1567,'2021/11/13 18:47:58:414',11,235,250,470,247,250,249,1
1568,'2021/11/13 18:47:58:414',11,236,250,470,247,250,249,1
1569,'2021/11/13 18:47:58:458',11,236,250,471,247,250,249,1
1570,'2021/11/13 18:47:58:459',11,236,249,471,247,250,249,1
1571,'2021/11/13 18:47:58:490',11,236,249,470,247,250,249,1
1572,'2021/11/13 18:47:58:497',11,236,250,470,247,250,249,1
1573,'2021/11/13 18:47:58:497',11,237,250,470,247,250,249,1
1574,'2021/11/13 18:47:58:518',11,237,250,471,247,250,249,1
1575,'2021/11/13 18:47:58:519',11,236,250,471,247,250,249,1
1576,'2021/11/13 18:47:58:563',11,236,248,471,247,250,249,1
1577,'2021/11/13 18:47:58:564',11,237,248,471,247,250,249,1
1578,'2021/11/13 18:47:58:593',11,237,250,471,247,250,249,1
1579,'2021/11/13 18:47:58:624',11,237,250,471,248,250,249,1
1580,'2021/11/13 18:47:58:624',11,236,250,471,248,250,249,1
1581,'2021/11/13 18:47:58:669',11,236,250,471,247,250,249,1
1582,'2021/11/13 18:47:58:671',11,236,250,470,247,250,249,1
1583,'2021/11/13 18:47:58:671',11,237,250,470,247,250,249,1
1584,'2021/11/13 18:47:58:699',11,237,250,471,247,250,249,1
1585,'2021/11/13 18:47:58:699',11,237,251,471,247,250,249,1
1586,'2021/11/13 18:47:58:699',11,236,251,471,247,250,249,1
1587,'2021/11/13 18:47:58:729',11,236,251,469,247,250,249,1
1588,'2021/11/13 18:47:58:729',11,236,250,469,247,250,249,1
1589,'2021/11/13 18:47:58:729',11,235,250,469,247,250,249,1
1590,'2021/11/13 18:47:58:774',11,235,250,470,247,250,249,1
1591,'2021/11/13 18:47:58:774',11,236,250,470,247,250,249,1
1592,'2021/11/13 18:47:58:804',11,236,249,470,247,250,249,1
1593,'2021/11/13 18:47:58:848',11,236,249,471,247,250,249,1
1594,'2021/11/13 18:47:58:879',11,236,249,470,247,250,249,1
1595,'2021/11/13 18:47:58:909',11,236,249,471,247,250,249,1
1596,'2021/11/13 18:47:58:909',11,236,250,471,247,250,249,1
1597,'2021/11/13 18:47:58:909',11,237,250,471,247,250,249,1
1598,'2021/11/13 18:48:01:143',12,237,248,470,247,250,249,1
1599,'2021/11/13 18:48:01:144',12,236,248,470,247,250,249,1
1600,'2021/11/13 18:48:01:189',12,236,248,469,247,250,249,1
1601,'2021/11/13 18:48:01:189',12,236,249,469,247,250,249,1
1602,'2021/11/13 18:48:01:189',12,237,249,469,247,250,249,1
1603,'2021/11/13 18:48:01:219',12,237,250,469,247,250,249,1
1604,'2021/11/13 18:48:01:219',12,238,250,469,247,250,249,1
1605,'2021/11/13 18:48:01:263',12,238,250,471,247,250,249,1
1606,'2021/11/13 18:48:01:264',12,238,248,471,247,250,249,1
1607,'2021/11/13 18:48:01:264',12,236,248,471,247,250,249,1
1608,'2021/11/13 18:48:01:293',12,236,248,467,247,250,249,1
1609,'2021/11/13 18:48:01:294',12,236,249,467,247,250,249,1
1610,'2021/11/13 18:48:01:294',12,235,249,467,247,250,249,1
1611,'2021/11/13 18:48:01:323',12,235,249,469,247,250,249,1
1612,'2021/11/13 18:48:01:324',12,235,250,469,247,250,249,1
1613,'2021/11/13 18:48:01:324',12,237,250,469,247,250,249,1
1614,'2021/11/13 18:48:01:368',12,237,250,470,247,250,249,1
1615,'2021/11/13 18:48:01:369',12,237,249,470,247,250,249,1
1616,'2021/11/13 18:48:01:369',12,236,249,470,247,250,249,1
1617,'2021/11/13 18:48:01:398',12,236,249,470,247,251,249,1
1618,'2021/11/13 18:48:01:399',12,236,248,470,247,251,249,1
1619,'2021/11/13 18:48:01:399',12,237,248,470,247,251,249,1
1620,'2021/11/13 18:48:01:430',12,237,248,470,247,251,248,1
1621,'2021/11/13 18:48:01:432',12,237,248,470,247,250,248,1
1622,'2021/11/13 18:48:01:434',12,237,248,469,247,250,248,1
1623,'2021/11/13 18:48:01:435',12,237,251,469,247,250,248,1
1624,'2021/11/13 18:48:01:473',12,237,251,469,247,250,249,1
1625,'2021/11/13 18:48:01:474',12,237,251,468,247,250,249,1
1626,'2021/11/13 18:48:01:474',12,238,251,468,247,250,249,1
1627,'2021/11/13 18:48:01:503',12,238,251,471,247,250,249,1
1628,'2021/11/13 18:48:01:504',12,238,250,471,247,250,249,1
1629,'2021/11/13 18:48:01:504',12,237,250,471,247,250,249,1
1630,'2021/11/13 18:48:01:548',12,237,250,471,248,250,249,1
1631,'2021/11/13 18:48:01:549',12,237,248,471,248,250,249,1
1632,'2021/11/13 18:48:01:578',12,237,248,471,247,250,249,1
1633,'2021/11/13 18:48:01:578',12,237,249,471,247,250,249,1
1634,'2021/11/13 18:48:01:608',12,237,249,469,247,250,249,1
1635,'2021/11/13 18:48:01:609',12,237,248,469,247,250,249,1
1636,'2021/11/13 18:48:01:609',12,236,248,469,247,250,249,1
1637,'2021/11/13 18:48:01:653',12,236,248,471,247,250,249,1
1638,'2021/11/13 18:48:01:684',12,236,248,468,247,250,249,1
1639,'2021/11/13 18:48:01:685',12,235,248,468,247,250,249,1
1640,'2021/11/13 18:48:01:713',12,235,248,470,247,250,249,1
1641,'2021/11/13 18:48:01:713',12,235,250,470,247,250,249,1
1642,'2021/11/13 18:48:01:714',12,237,250,470,247,250,249,1
1643,'2021/11/13 18:48:06:903',13,400,418,283,251,251,247,2
1644,'2021/11/13 18:48:06:904',13,400,418,283,249,251,247,2
1645,'2021/11/13 18:48:06:904',13,400,418,286,249,251,247,2
1646,'2021/11/13 18:48:06:904',13,400,421,286,249,251,247,2
1647,'2021/11/13 18:48:06:904',13,398,421,286,249,251,247,2
1648,'2021/11/13 18:48:06:933',13,398,421,286,249,251,250,2
1649,'2021/11/13 18:48:06:933',13,398,421,286,249,253,250,2
1650,'2021/11/13 18:48:06:933',13,398,421,288,249,253,250,2
1651,'2021/11/13 18:48:06:933',13,398,419,288,249,253,250,2
1652,'2021/11/13 18:48:06:934',13,397,419,288,249,253,250,2
1653,'2021/11/13 18:48:06:978',13,397,419,288,249,253,248,2
1654,'2021/11/13 18:48:06:978',13,397,419,287,249,253,248,2
1655,'2021/11/13 18:48:06:978',13,397,421,287,249,253,248,2
1656,'2021/11/13 18:48:06:978',13,400,421,287,249,253,248,2
1657,'2021/11/13 18:48:07:008',13,400,421,287,249,253,247,2
1658,'2021/11/13 18:48:07:008',13,400,421,287,249,246,247,2
1659,'2021/11/13 18:48:07:008',13,400,421,286,249,246,247,2
1660,'2021/11/13 18:48:07:008',13,400,420,286,249,246,247,2
1661,'2021/11/13 18:48:07:008',13,396,420,286,249,246,247,2
1662,'2021/11/13 18:48:07:038',13,396,420,286,249,255,247,2
1663,'2021/11/13 18:48:07:039',13,396,420,286,246,255,247,2
1664,'2021/11/13 18:48:07:039',13,396,420,284,246,255,247,2
1665,'2021/11/13 18:48:07:040',13,396,419,284,246,255,247,2
1666,'2021/11/13 18:48:07:083',13,396,419,284,246,255,248,2
1667,'2021/11/13 18:48:07:084',13,396,419,284,246,251,248,2
1668,'2021/11/13 18:48:07:084',13,401,419,284,246,251,248,2
1669,'2021/11/13 18:48:07:113',13,401,419,284,246,251,246,2
1670,'2021/11/13 18:48:07:114',13,401,419,284,246,248,246,2
1671,'2021/11/13 18:48:07:114',13,401,419,284,245,248,246,2
1672,'2021/11/13 18:48:07:114',13,401,418,284,245,248,246,2
1673,'2021/11/13 18:48:07:114',13,396,418,284,245,248,246,2
1674,'2021/11/13 18:48:07:158',13,396,418,284,245,248,248,2
1675,'2021/11/13 18:48:07:158',13,396,418,284,244,248,248,2
1676,'2021/11/13 18:48:07:159',13,396,418,281,244,248,248,2
1677,'2021/11/13 18:48:07:159',13,396,420,281,244,248,248,2
1678,'2021/11/13 18:48:07:159',13,399,420,281,244,248,248,2
1679,'2021/11/13 18:48:07:188',13,399,420,281,244,248,249,2
1680,'2021/11/13 18:48:07:189',13,399,420,281,244,250,249,2
1681,'2021/11/13 18:48:07:189',13,399,420,281,245,250,249,2
1682,'2021/11/13 18:48:07:189',13,399,420,280,245,250,249,2
1683,'2021/11/13 18:48:07:189',13,399,419,280,245,250,249,2
1684,'2021/11/13 18:48:07:189',13,395,419,280,245,250,249,2
1685,'2021/11/13 18:48:07:219',13,395,419,280,245,250,250,2
1686,'2021/11/13 18:48:07:219',13,395,419,280,245,249,250,2
1687,'2021/11/13 18:48:07:219',13,395,419,285,245,249,250,2
1688,'2021/11/13 18:48:07:219',13,395,417,285,245,249,250,2
1689,'2021/11/13 18:48:07:220',13,399,417,285,245,249,250,2
1690,'2021/11/13 18:48:07:263',13,399,417,285,245,249,249,2
1691,'2021/11/13 18:48:07:264',13,399,417,285,246,249,249,2
1692,'2021/11/13 18:48:07:264',13,399,417,283,246,249,249,2
1693,'2021/11/13 18:48:07:264',13,399,418,283,246,249,249,2
1694,'2021/11/13 18:48:07:264',13,400,418,283,246,249,249,2
1695,'2021/11/13 18:48:07:296',13,400,418,283,247,249,249,2
1696,'2021/11/13 18:48:07:296',13,400,418,281,247,249,249,2
1697,'2021/11/13 18:48:07:296',13,400,419,281,247,249,249,2
1698,'2021/11/13 18:48:07:297',13,402,419,281,247,249,249,2
1699,'2021/11/13 18:48:07:324',13,402,419,281,247,248,249,2
1700,'2021/11/13 18:48:07:325',13,402,418,281,247,248,249,2
1701,'2021/11/13 18:48:07:325',13,398,418,281,247,248,249,2
1702,'2021/11/13 18:48:07:369',13,398,418,281,247,251,249,2
1703,'2021/11/13 18:48:07:371',13,398,418,281,248,251,249,2
1704,'2021/11/13 18:48:07:371',13,398,418,283,248,251,249,2
1705,'2021/11/13 18:48:07:372',13,398,417,283,248,251,249,2
1706,'2021/11/13 18:48:07:399',13,398,417,283,248,251,251,2
1707,'2021/11/13 18:48:07:399',13,398,417,283,250,251,251,2
1708,'2021/11/13 18:48:07:399',13,398,420,283,250,251,251,2
1709,'2021/11/13 18:48:07:399',13,400,420,283,250,251,251,2
1710,'2021/11/13 18:48:07:443',13,400,420,285,250,251,251,2
1711,'2021/11/13 18:48:07:444',13,400,417,285,250,251,251,2
1712,'2021/11/13 18:48:07:444',13,398,417,285,250,251,251,2
1713,'2021/11/13 18:48:07:473',13,398,417,285,250,251,248,2
1714,'2021/11/13 18:48:07:473',13,398,417,285,250,253,248,2
1715,'2021/11/13 18:48:07:473',13,398,417,285,247,253,248,2
1716,'2021/11/13 18:48:07:473',13,398,417,283,247,253,248,2
1717,'2021/11/13 18:48:07:474',13,398,420,283,247,253,248,2
1718,'2021/11/13 18:48:07:504',13,398,420,283,247,253,249,2
1719,'2021/11/13 18:48:07:504',13,398,420,283,247,252,249,2
1720,'2021/11/13 18:48:07:505',13,398,420,283,248,252,249,2
1721,'2021/11/13 18:48:07:505',13,398,421,283,248,252,249,2
1722,'2021/11/13 18:48:07:549',13,398,421,283,248,253,249,2
1723,'2021/11/13 18:48:07:549',13,398,421,283,249,253,249,2
1724,'2021/11/13 18:48:07:549',13,398,421,286,249,253,249,2
1725,'2021/11/13 18:48:07:549',13,398,420,286,249,253,249,2
1726,'2021/11/13 18:48:07:549',13,400,420,286,249,253,249,2
1727,'2021/11/13 18:48:07:578',13,400,420,286,249,253,250,2
1728,'2021/11/13 18:48:07:579',13,400,420,286,246,253,250,2
1729,'2021/11/13 18:48:07:579',13,400,420,287,246,253,250,2
1730,'2021/11/13 18:48:07:579',13,400,418,287,246,253,250,2
1731,'2021/11/13 18:48:07:608',13,400,418,287,246,253,249,2
1732,'2021/11/13 18:48:07:609',13,400,418,284,246,253,249,2
1733,'2021/11/13 18:48:07:609',13,400,420,284,246,253,249,2
1734,'2021/11/13 18:48:07:609',13,399,420,284,246,253,249,2
1735,'2021/11/13 18:48:07:654',13,399,420,284,246,251,249,2
1736,'2021/11/13 18:48:07:654',13,399,420,284,249,251,249,2
1737,'2021/11/13 18:48:07:654',13,399,420,285,249,251,249,2
1738,'2021/11/13 18:48:07:655',13,399,421,285,249,251,249,2
1739,'2021/11/13 18:48:07:655',13,398,421,285,249,251,249,2
1740,'2021/11/13 18:48:07:684',13,398,421,285,249,251,252,2
1741,'2021/11/13 18:48:07:684',13,398,421,285,249,255,252,2
1742,'2021/11/13 18:48:07:684',13,398,421,285,247,255,252,2
1743,'2021/11/13 18:48:07:684',13,398,421,287,247,255,252,2
1744,'2021/11/13 18:48:07:684',13,398,419,287,247,255,252,2
1745,'2021/11/13 18:48:07:684',13,396,419,287,247,255,252,2
1746,'2021/11/13 18:48:07:713',13,396,419,287,247,255,250,2
1747,'2021/11/13 18:48:07:714',13,396,419,287,247,253,250,2
1748,'2021/11/13 18:48:07:714',13,396,419,287,246,253,250,2
1749,'2021/11/13 18:48:07:715',13,396,419,284,246,253,250,2
1750,'2021/11/13 18:48:07:715',13,400,419,284,246,253,250,2
1751,'2021/11/13 18:48:07:758',13,400,419,284,246,253,248,2
1752,'2021/11/13 18:48:07:759',13,400,419,284,246,252,248,2
1753,'2021/11/13 18:48:07:759',13,400,419,284,248,252,248,2
1754,'2021/11/13 18:48:07:759',13,400,419,283,248,252,248,2
1755,'2021/11/13 18:48:07:759',13,400,420,283,248,252,248,2
1756,'2021/11/13 18:48:07:759',13,399,420,283,248,252,248,2
1757,'2021/11/13 18:48:07:788',13,399,420,283,248,252,250,2
1758,'2021/11/13 18:48:07:789',13,399,420,283,248,251,250,2
1759,'2021/11/13 18:48:07:789',13,399,417,283,248,251,250,2
1760,'2021/11/13 18:48:07:789',13,396,417,283,248,251,250,2
1761,'2021/11/13 18:48:07:833',13,396,417,283,248,252,250,2
1762,'2021/11/13 18:48:07:834',13,396,417,283,247,252,250,2
1763,'2021/11/13 18:48:07:834',13,396,419,283,247,252,250,2
1764,'2021/11/13 18:48:07:834',13,402,419,283,247,252,250,2
1765,'2021/11/13 18:48:07:863',13,402,419,283,247,252,249,2
1766,'2021/11/13 18:48:07:864',13,402,419,283,250,252,249,2
